,rating,review
"('Oregano, Pizzeria', '4')",4.0,"Trzyma poziom ;-) Nadal uważam tę restaurację za fajne miejsce. Jest godna polecenia. Smaczne dania mięsne i zupy, ale jednak najlepsza jest pizza. Codziennie dostępne również zestawy obiadowe. Sporo miejsca, miła obsługa, ceny przystępne. Polecam. Restauracja mieści się w kompleksie Vanilla Apart Hotel."
"('Oregano, Pizzeria', '5')",4.0,"Miła włoska knajpka Wybrałem się tam z rodziną już dwukrotnie. Bardzo dobre, doskonale doprawione jedzenie. Smaczna zupa rybna. Wspaniałe espresso. Przyjemny ogródek. Niestety w środku jak jest więcej ludzi jest dość głośno. Ale ogólne wrażenie dobre. Świetne miejsce na niezobowiązujący rodzinny obiad. Polecam."
"('Oregano, Pizzeria', '7')",2.0,"Przeciętna pizza Lokal przytulny, miłe Panie kelnerki, pizza przeciętna. Niestety z koleżanką byłyśmy świadkami nieprzyjemnej sytuacji z udziałem właściciela/managera, który w bardzo prostacki sposób odnosił się do personelu - w obecności gości krzyczał na Panie kelnerki..."
"('Oregano, Pizzeria', '9')",4.0,"Pyszna pizza Znakomita pizza. Śniadania także przepyszne. Polska młoda,  czynna i przesympatyczna. Polecam bardzo."
"('Organic Coffee & More', '0')",5.0,Rewelacyjne miejsce na relaks  Rewelacyjne miejsce na relaks w zatłoczonym Krakowie gdzie czas przestaje płynąc duzy plus za leżaki które można zabrać w dowolna cześć okolicy kawiarni . Wszystkie produkty posiadają certyfikaty ekologiczne super kawa i lemoniady . Ciasta rozpływający się w ustach 
"('Oriental Spoon Restaurant', '0')",5.0,"Świetne jedzenie i tofu Pyszne jedzeniu. Świetnie przyrządzone tofu. Miła i sprawna obsługa. Cieszę się, że w koncu udało mi się spróbować jedzenia w tej restauracji, bo często są kolejki "
"('Oriental Spoon Restaurant', '10')",5.0,"Pyszne bibimbapy Pysznie. Nie ma co się rozpisywać nad tym miejscem. Przepyszne bibimbapy, tylko jedynie szkoda że lokal jest malutki i czasami nie ma miejsca ale spokojnie można je wziąć na wynos. Miejsce godne polecenia"
"('Oriental Spoon Restaurant', '12')",4.0,"Miła atmosfera Smaczne bibimbap. Duża porcja adekwatna do ceny. Atmosfera w lokalu bardzo miła, a obsługa sympatyczna. Wnętrze przytulne. Dwa stoliki na zewnątrz. Fajne podanie dania w kartonowym pudełeczku. Jedyny minus za plastikowy pojemnik na sos."
"('Oriental Spoon Restaurant', '17')",4.0,"przepyszny street food przepyszny koreański street food, polecam wszystkim uwielbiającym azjatyckie smaki, przemiła obsługa, ładnie podane, nawet w opakowaniu na wynos"
"('Oriental Spoon Restaurant', '18')",4.0,"szybko sprawnie i smacznie Bibimbap - czyli ryż z warzywami i dodatki wg uznania... jak dla mnie cut miut i malyna... lubię takie zadbane bezpretensjonalne miejsca gdzie można smacznie zjeść :) 
"
"('Oriental Spoon Restaurant', '19')",5.0,"Smaczne jedzenie i fajny wystrój  Lokal niepozorny, w stylu baru. Serwujący głównie BIBIMBAP, który był przepyszny. 

Jedzenie z kartonowego pudełka było trochę niewygodne ale można to wybaczyć patrząc na luźny klimat barowy, który świetnie podkreślały pozytywne i sympatyczne panie z obsługi 😊"
"('Oriental Spoon Restaurant', '2')",5.0,"Rewelacja! Rewelacyjne miejsce. Jedzenie jest pyszne i tanie. Wszystkie składniki świeże. Z pewnością będę przychodził częściej. Obsługa jest wyjątkowo miła i przyjazna również dla zwierząt (byliśmy z psem). Oprócz tego muszę wspomnieć o bardzo miłym geście właścicielki restauracji. Kiedy zobaczyła, że jesteśmy wolontariuszami WOŚP powiedziała, że wszystko jest na ich koszt. Podsumowując, super jakość, cena, atmosfera i pozytywne wartości."
"('Oriental Spoon Restaurant', '20')",5.0,"Miłe zapoznanie z kuchnią koreańską Pierwszy raz miałam okazję zjeść coś koreańskiego. Padło na Bibimbap czyli mieszankę ryżu, kurczaka, różnych warzyw i soczewicy (za 22zł). Bardzo smaczne danie. Trzeba jednak uważać na sosy, bo słodko-kwaśny bardzo dobry ale inny z miodem już mi nie posmakował. Zupa z tofu dla lubiących ostre smaki(10zł)."
"('Oriental Spoon Restaurant', '4')",5.0,"Pyszny Bibimbap, polecam lekkie jedzonko Pierwszy raz jadłam bibimbap, chociaż kuchnia orientalna to moje ulubione smaki. Danie w tej małej knajpce było świeże, pyszne, lekkie ale sycące. Dla mnie super miejsce, proste rozwiązania i krótkie menu to często najlepsze rozwiązanie. Polecam - jedliśmy dwa rodzaje z tofu i oba genialne."
"('Oriental Spoon Restaurant', '6')",2.0,"Powrót.  W porównaniu do początków lokalu to jedzenie się bardzo pogorszyło. Doprawione jakby zupełnie przypadkowymi przyprawami. Co się nawinęło to jest. 
Do tego obsługa, która jest w pracy „za karę”. "
"('Oriental Spoon Restaurant', '9')",5.0,"Koreańsko Przepyszny Bibimbap, rewelacyjne Rabboki ❤ porcje duże - idealne,żeby podzielić się np. z drugą połówką.  "
"('Orzo', '1')",3.0,"Ładne, ale drogie  Bardzo dobra lokalizacja; ciekawy, stylowy wystrój; dużo pozycji w menu (nieco zbyt dużo) rownież tych wege co na plus. Polecam creamy gnocchi. Niestety bardzo drogo, obsługa nie daje sobie rady z ogarnięciem niektórych spraw, około 20 minut czekaliśmy na rachunek. Fancy miejscówka na lunch, choć niestety bez szału i charakteru. "
"('Orzo', '11')",5.0,"""Świetne jedzenie"" Byliśmy ze znajomymi, bardzo ładne miejsce. Smaczne jedzenie, porcje duże i estetycznie podane. Świetna obsługa !!! (p. Klaudia) zawsze uśmiechnięta, wszystko co zaproponowała było przepyszne. Gorąco polecam to miejsce !"
"('Orzo', '12')",2.0,"Gluten Pomimo dużego wyboru potraw, osoby mające problemy z przyswajaniem glutenu nie znajdą dla siebie wielu pozycji. Mimo rekomendacji kelnera otrzymany przeze mnie posiłek był zanieczyszczony makaronem, co świadczy o dużej niefrasobliwości obsługi i braku profesjonalizmu przy przygotowaniu posiłku. Osoby z alergiami pokarmowymi powinny uważać, a szkoda bo miejsce wygląda obiecująco. "
"('Orzo', '16')",4.0,"Kuchnia czynna po północy Nie dość że jedzenie jest dobre, to jeszcze nie trzeba przestawać go jeść ;-) Byliśmy dużą grupą, więc docieraliśmy o różnych porach. Od 19 do północy do naszego stolika nie przestawało napływać jedzenie. Obsługa radziła sobie świetnie i można śmiało zaufać ich opiniom. Z tego czego próbowałem mogę śmiało polecić pieczone korzenie, frytki z batatów z halloumi i roast beef (ale ręczę tylko za rare).
Jedyna rzecz lepsza od jedzenia jest taka, że kuchnia przyjmowała zamówienia po północy - nie trzeba było przestawać jeść ;-)"
"('Orzo', '17')",2.0,"Fatalne jedzenie, dobry wystrój Orzo to piękne i przyjemne miejsce do wyjścia ze znajomymi na piwo albo wino. Na tym kończą się zalety miejsca. Kelnerzy? Zależy jak trafisz - albo uśmiechnięci i robiący upselling na wszystkim jak się tylko da albo rzucający kartę na stół z łaską. Co do jedzenia to przy tych cenach można dostać o wiele smaczniejsze i bogatsze posiłki w innych miejscach. Carbonara z policzkami wieprzowymi to makaron orzo z sosem śmietanowym, bez doprawienia a mięso to wygrana na loterii. Kieliszek wódki kosztuje 18 zł a karta, jeżeli ktoś je tylko wege albo vegan to lepiej niech zapomni. Na koniec obsługa otwarcie sugeruje dodanie napiwku do płatności kartą a kiedy zwróci się uwagę że jedzenie jest średniej jakości to w odpowiedzi pada ""nie wiem co się stało"" i następuje brak reakcji ze strony obsługi. Kiedyś Orzo było świetnym miejscem, serdecznym i dobrze goszczącym. Dziś jest próbą przeniesienia trendu aby zarobić jak najwięcej minimalnym kosztem w zupełnie nielogiczny i bezsensowny sposób.
Za 5 osób, 5 głównych dań, dwie butelki wina stołowego, 5 kieliszków wódki, dwa napoje i jeden deser zapłaciliśmy z 10% napiwkiem) 500 zł. 
Dla porównania za obiad dla 4 osób (4 główne dania, 3 desery, kilka produktów na wynos oraz 3 napoje) w miejscu sygnowanym znanym nazwiskiem rachunek wyniósł 320 zł - przy czym posiłki były zachwycające, obfite i po prostu pyszne."
"('Orzo', '20')",1.0,"Rozczarowanie Niemiła niespodzianka na miejscu, po ok. 15 minutach oczekiwania, poinformowano nas, że stolik jest już sprzątany i zaraz będziemy zaprowadzeni, natomiast wtedy przez kolejkę ""wepchnęła"" się Pani z dzieckiem w wózku i zaczęła sugerować, że mimo braku rezerwacji należy jej się pierwszeństwo, ze względu na to, że są rodziną z małym dzieckiem. Panie z obsługi po chwili konsternacji i krótkim namyśle oświadczyły, że w restauracji panuje ""wewnętrzna zasada"" wedle której rodziny z dziećmi mają pierwszeństwo... W związku z tym uznaliśmy, że możemy tak czekać w nieskończoność bo w niedzielnej porze obiadowej rodzin z dziećmi jest całkiem sporo i niestety nie było nam dane spróbować  dziś kuchni w Orzo... niesmak pozostaje bo nigdzie nie można znaleźć informacji, że  w restauracji obowiązuje taka zasada"
"('Orzo', '22')",5.0,"Bardzo piękna, ciekawa przestrzeń! Bardzo piękna, ciekawa przestrzeń!
Spróbowaliśmy wegańskiej carbonary oraz gniocchi z boczniakami, oba dania mega pyszne! Do tego przemiła, uśmiechnięta Pani Daria poleciła nam winko, które rozłożyło nas swoim smakiem na łopatki. Muzyka w lokalu nie przeszkadza, jest fajnym tłem do spędzenia miło czasu. Ogólna atmosfera w lokalu pozytywna, napewno wrócimy sprawdzić więcej ;)"
"('Orzo', '23')",4.0,"Nowoczesny, stylowy lokal z fajna muzyką Bardzo świetna, restauracja, która idealnie wpasowuję się w zmieniające otoczenie Zabłocia. Ciekawy aranżacja wnętrza, głośniejsza muzyka klubowa, duża ilość obsługi. sporo miejsca w środku. Menu skierowane do osób 20-40 lat dość smacznie, aczkolwiek wpadki się zdążają np. siekany czosnek w greckiej sałatce z marynowana fetą, krewetki troszkę zbyt długo smażone, ale generalnie jest ok. lokal ciekawy warty odwiedzin."
"('Orzo', '27')",5.0,"Piękne klimatyczne miejsce Piękne klimatyczne miejsce, kuchnia na wysokim poziomie. Bardzo fajna atmosfera dzięki DJ-owi. Za każdym razem obsługa na wysokim poziomie przez panią Michalinę. "
"('Orzo', '32')",5.0,Mniej opcji wege W poprzednim menu było znacznie więcej opcji wegetariańskich i wegańskich. Aktualnie jest z czego wybrać i jest bardzo smaczne aczkolwiek jest to krok w zła stronę.
"('Orzo', '35')",5.0,"Sobotni obiad Po wyczerpującym maratonie po sklepach postanowiłyśmy się z przyjaciółką posilić w Orzo.  Obsługa bardzo sprawna, czas oczekiwania na dania nie był zbyt długo pomimo dużej ilości gości. Jedzenie wyśmienite. "
"('Orzo', '37')",3.0,"Przereklamowana Odwiedziłem Orzo dwukrotnie. Doprawdy, nie rozumiem przyczyny popularności tej restauracji. Chyba tylko chodzi o to, że jest ona położona w modnej ostatnio dzielnicy (swoją drogą, moda na Zabłocie też jest fenomenem, to jest zwykle blokowisko, a nie żadne lofty). Jednak sama restauracja niczym nie zachwyca. Jedzenie dość typowe (głównie burgery, makarony i pizza), raczej mało wyrafinowane. Można bez problemu znaleźć restauracje serwujące lepsze wydania każdego z wymienionych rodzajów tych potraw. Tu mamy po prostu masówkę, seryjna produkcję, niemal jak w fast foodzie. Nie wspomnę o tym, że dania bywają podane za chłodne. Obsługa niby w porządku, ale sprawia wrażenie, że są to przypadkowi ludzie, a nie rasowi kelnerzy (dość typowe w dzisiejszych czasach).
Nie jest źle, ale to po prostu przeciętniak, nastawiony na duży przerób.

P.S. Liczę na nagrodę, podobno lokal nagradza najciekawsze recenzje na Trip Advisorze. ;)"
"('Orzo', '4')",5.0,"SUPER RESTAURACJA! Bardzo dobre jedzenie, miła obsługa, pyszne lemoniady, piękny wygląd, jakby ta restauracja była w środku miasta to byłaby pełna klientów!"
"('Orzo', '41')",3.0,"Jakość znacząco spadła Często lubiłam odwiedzać to miejsce, jednak w ostatnim czasie zauważyłam znaczny spadek jakości jedzenia. Nie wiem czy jest to kwestia oferty lunchowej, że jest robiona na gorszych składnikach, ale wart to poprawić lub z tej oferty lunchowej zrezygnować."
"('Orzo', '42')",5.0,"Nie zawiodło Słyszałem od córek ( w wieku studenckim) , przechodziłem obok w lecie, kiedy były na zewnątrz gwarne ""ogródki"", dziś przyszedł czas na rodzinny obiad. Modna okolica (tuż obok obowiązkowego muzeum Fabryka Schindlera), modny lokal, zewnętrzny wystrój zachęcający, wnętrze przestronne, przytulne. Bar po środku. Miejsc dużo aczkolwiek jeżeli się nie chce stać w kolejce rezerwacja wskazana. Jedzenie raczej egzotyczne , kuchnia południa Europy i trochę Dalekiego Wschodu, wydaje się po dodatkach, że starają się trzymać oryginału, dla starszych (dziadków) jedzenie może być dziwne. Podane szybko mimo ruchu. Smacznie i przystawki i dania główne. Napoje, drinki pyszne. Można polecić."
"('Orzo', '43')",5.0,"Jedzenie i obsługa na najwyższym poziomie!  Dziękujemy za świetne dania(stek HACHE)! Obsługa bardzo miła (pozdrawiamy Panią Kelnerke Karo!)
Polecam ten lokal! "
"('Orzo', '45')",5.0,"Fajny klimat Niespodziewałam się tak fajnej restauracji gdy zobaczyłam lokal z zewnątrz. Bardzo sympatyczny klimat , jedzenie bardzo dobre . Zamówiłam Naturli Steak Hache mięso bezmięsne -  ze szpinakiem , frytkami i dodatkami - pyszne . Do tego lemianiada Orange-acerola , kawusia oraz deser czekoladowy Brownie z gałką lodów , aksamiten i słodziutkie . Na koniec dostaliśmy po kieliszeczku cytrynówki robionej na miejscu . Bardzo spodobał mi się klimat i wystrój , można przyjść z dziećmi oraz pieskami . Bardzo dobra obsługa , nas obsługiwał bardzo sympatyczny i uśmiechnięty Pan o imieniu Alan , zawsze pomocny i pytający czy wszystko w porządku i czy czegoś nam nie trzeba . Podobał mi się rownież widok pracowników pracujących za ladą . Polecam serdecznie tą restaurację ."
"('Orzo', '46')",4.0,"Zielono mi Dawno nie byłam w Orzo, wpadłam bo blisko i uderzyła mnie fala zielonego w ten ponury październikowy wieczór. Niby tak jak zawsze i bez zmian ale teraz to miało znaczenie.  Z green karty wybraliśmy dwie przystawki bo niby na przekąskę do lampki wina a dostaliśmy dwa duże dania. Z wegańskich najlepsza była dynia pieczona w nori, pate z selera i kiszonki; hummus z batatami i drugi z groszkiem. Żeby nie marnować jedzenia reszta w pudełeczku powędrowała z nami do domu."
"('Orzo', '47')",4.0,"Na obiad Będąc w okolicy zaszliśmy na obiad. Zamówiliśmy starter, sałatkę i pstrąga.  Sam starter był obfity, a do tego przyzwoita porcja pstrąga.  Wszystkie dania były bardzo ładnie podane i smaczne. Do szczęścia brakowało w menu zup. Polecam."
"('Orzo', '55')",3.0,"Dobre jedzenie lecz mam zastrzeżenia co do obsługi Dobre jedzenie, fajna atmosfera, stylowe urządzenie lokalu, spore ceny ale mam zastrzeżenia co do obsługi.
Pełno wolnych stolików które nie były zarezerwowane a ja wraz z partnerką musieliśmy czekać 15 min na to aż ktoś do nas podejdzie i pozwoli nam wejść.
Wiele razy przechodziły obok nas osoby z obsługi lecz nikt nie zwrócił na nas uwagi. W lokalu jest zakaz wchodzenia samemu bez wyznaczenia miejsca przez kelnera. "
"('Orzo', '56')",5.0,"Super Jedzenie smaczne, klimat super, obsługiwała nas Pani Zosia-szybko,sprawnie, super miło i z uśmiechem. Dziękujemy jeszcze raz!"
"('Orzo', '58')",5.0,"Tolerancyjne miejsce Takich resteuracji w Polsce potrzeba, jestem zachwycony. Bardzo przyjazna atmosfera, szeroki wybór w menu, naprawde ciezko nie pisac samych superlatyw. Muzyka wpadajaca w ucho, pyszne jedzenie, smaczne drinki, a miejsce samo w sobie przyjazne dla osob LGBTQ. Jedyny minus, to taki, ze kelnerka Kamila musiala wrocic do pracy, zamiast sie do nas przysiasc, a szkoda, bo urode ma nieziemska, a i chyba rozumna kobieta. Polecam kazdemu!"
"('Orzo', '6')",2.0,"Obsługa 👎🏼 Dobre śniadania 
Bardzo często tu przychodzę, ale jak zawsze bardzo nie miła obsługa 
Nie mogą nawet naciągnąć uśmiech!
Chodzą w legginsach niby to jest siłownia
Nie drogo, ale z taką obsługą to nie polecam"
"('Orzo', '63')",5.0,"Miejsce godne polecenia Zdecydowanie polecam. Świetna atmosfera, naprawdę dobre jedzenie i przemiła obsługa. Byliśmy w 4 osoby, każdy zamówił co innego i każdemu smakowało. Muzyka i wystrój sprawiają, że nie chce się stamtąd wychodzić a Pani Karolina to bardzo profesjonalna, a w dodatku najbardziej sympatyczna kelnerka, jaką ostatnio spotkałem. Koniecznie sprawdźcie to miejsce!"
"('Orzo', '64')",5.0,"Obsługa  Rewelacyjny wystrój, atmosfera i klimatyczna muzyka, do tego bardzo dobra pizza 👌  dziękujemy Panu Rafalowi za miła i fachowa obsługę 👍"
"('Orzo', '67')",5.0,"Sernik i coś jeszcze Trochę pokrętny tytuł ale ten pyszny i duży kawałek sernika proponuje zakoneserowac przed daniem głównym. Pyszne steki, odpowiednio wysmarzone, pizza, sałatki i risotto carbonara. Do tego lemoniada i miła obsługa. Polecam wszystkim."
"('Orzo', '76')",5.0,"Świetna obsługa  Poza świetnym menu, które serwuje Orzo, kolejnym dużym atutem jest obsługa! Podczas ostatniej wizyty obsługiwał nas kelner Wojtek - pełen profesjonalizm, znajomość karty i kultura. Polecam gorąco :) "
"('Orzo', '77')",5.0,"Super miejsce! Śniadanie za 1 zł przy zakupie kawy to strzał w dziesiątkę! Bardzo smaczne, ciepłe i pięknie podane. Samo wnętrze jest nowoczesne i przestronne. Stawiam duży plus i będę wpadać częściej ;)"
"('Orzo', '79')",2.0,"Niewykorzystany potencjał  Plus na pewno za styl, design, muzykę i...to by było na tyle.
Byłem tam już kilka razy za każdym razem zamawiając coś innego i za każdym razem dostając niewielka porcje czegoś najzwyczajniej w świecie ohydnego.
Szkoda czasu, w Krakowie jest wystarczająco dużo dobrych propozycji."
"('Orzo', '80')",5.0,"Śniadanie ze smakiem Bardzo dobre, przystępne cenowo śniadanie. Bardzo fajne promocje w tygodniu (kawa + śniadanie za 1zł) Jakość obsługi jak i podanie na bardzo wysokim poziomie. Polecam
"
"('Orzo', '82')",5.0,"Bardzo przyjemnie Bardzo przyjemne miejsce z mnóstwem zieleni. Dobre steki. Niezwykle sympatyczna i pomocna w wyborze Pani Angelika. Pyszne lemoniady, zwłaszcza pomarancza malina tymianek - super w opcji z mniejsza ilością cukru. Bardzo orzeźwiające. Polecam na lunch/obiad przy zwiedzaniu fabryki Schindlera czy Mocaku.  "
"('Orzo', '87')",4.0,"Ciekawie  Byliśmy ze znajomymi, ciekawy wybór drinków i dań, można powiedzieć, że nietypowy wybór. Bardzo przyjemny klimat, piękny zielony wystrój."
"('Orzo', '90')",5.0,"Pyszny obiad Pyszne jedzenie !!! Wracam niebawem!  Obsługa na bardzo dobrym poziomie. Kelner Wojtek zapewniał nam bardzo miła 
atmosferę i komfort, szczególnie polecam tego kelnera :) "
"('Orzo', '93')",3.0,"Orzo  Otóż dość średnia kuchnia nie wyróżniającą się,  głośne  miejsce , bardziej na szybki lunch w środku tygodnia lub na wieczorne spotkanie że znajomymi na drinka."
"('Orzo', '94')",4.0,"Dobry wege burger  Do Orzo wybieraliśmy się już naprawdę długo. Wiecznie jest tam ruch, więc wieczorami na pewno warto rezerwować stoliki. Dość długo czekaliśmy na złożenie zamówienia, a na koniec na otrzymanie rachunku. Za to minus. Plus za najlepszego wegańskiego burgera jakiego jadłam. Pyszny burger z seitana i warzyw! Dobra bułka i bardzo dobre frytki. Wzięliśmy też burgera z szarpaną wołowiną i tez był bardzo smaczny. Fajny wystrój chociaż jest tam dość głośno. Bardzo dobre lemoniady 🍋 "
"('Orzo', '97')",5.0,"Szybki obiadek.  Wspaniały lokal, wyśmienite dania. Profesjonalna obsługa. Polecam gorąco burger i pizze. Lokal w fajnym klimacie, dużo zagranicznych gości.
Obsługa miła i sympatyczna. "
"('Orzo', '99')",3.0,"Mocno średnio  Mieliśmy okazje odwiedzić Orzo i restauracja wypada dość średnio. W środku jest głośno, przez muzykę, do tego niestety ale na drugi dzień czułem na ciuchach zapach wszystkich potraw. Jedzenie smaczne, bardzo dobra pizza, ale burgery średnie. Mięso wysmażone, do tego słone i średnio wysmażone, mimo ze zamówiliśmy dobrze wysmażone. Obsługa Ok, ale bez szału, trzeba było chwile czekać aż ktoś nas obsłuży. Spodziewaliśmy się więcej, głównie z uwagi na konieczność rezerwacji stolika - to fakt, klientów jest bardzo dużo. "
"('Orzo People Music Nature Krakow', '0')",5.0,"Super jedzenie, wystrój i obsługa Jedno z najlepszych miejsc w Krakowie. Pyszne koktajle i jedzenie. Fajna muzyka i wystrój. O sługa tez robi swoje, dziekuje kelnerowi Adamowi za polecenie najlepszych koktajli!!!!"
"('Orzo People Music Nature Krakow', '1')",5.0,"Wow Bylismy cala rodzinka na obiedzie. Naprawde mile miejsce i swietny wystroj. Stosunkowo duzo ludzi mimo wszystkiego nasze wielkie zamowienie nie czekalo dlugo na realizacje. Obsluga swietna i przyjazna, obezenana. Nasze dzieci sluchaly z Zaciekawieniem pana Adama jak tlumaczyl nam potrawy. Rewelacja, jak na Krakow z duzym wyborem lokali."
"('Orzo People Music Nature Krakow', '10')",5.0,"Wyśmienite jedzenie Ostatnio podczas wypadu do Krakowa, zawitałem do restauracji orzo. Przepiękny wystrój jakich mało, jedzenie bardzo dobre, obsługa zdobyła u mnie ogromny plus za pomoc w wyborze jedzenia i wina. Razem z dziewczyną chcieliśmy podziękować kelnerce Oliwii za przemiłe spędzony wieczór ♥️"
"('Orzo People Music Nature Krakow', '100')",5.0,"Super!!! W zeszły weekend wybrałem się z dziewczyną na kolacje. Bylem pod ogromnym wrażeniem miejsca jak i atmosfery. Jedzenie przepyszne. Ola,która nas obsługiwała wykazała się wielkim profesjonalizmem i pomogła w doborze przepysznego dania. Na pewno tu jeszcze zajrzę.  Serdecznie wszystkim polecam."
"('Orzo People Music Nature Krakow', '106')",4.0,"Super  Jedzenie rewelacja, wszystko na wysokim poziomie, drinki również smaczne. Jednak obsługa dość nieprzyjemna i trzeba długo czekać na złożenie zamówienia. Zamawiałam również jedzenie z dostawą, świetnie zapakowane i równie pyszne jak i na miejscu "
"('Orzo People Music Nature Krakow', '109')",3.0,"Dobre jedzenie, obsługa dramatyczna Wpadłyśmy do Orzo na kolacje i drinki zachęcone ciekawą kartą i świetnym wystrojem. I tu naprawdę trzeba przyznać, że dbałość o szczegóły w designie miejsca jest imponująca i przyjemnie tam spędzać czas.
Samo jedzenie też było smaczne, poleciłabym wszystko, czego tam próbowaliśmy (carbonara orzo, zupa z owocami morza, deska przekąsek była świetna naprawdę, a frytki z batatów wręcz doskonałe). Wrażenie całego wieczoru kompletnie popsuła jednak kelnerka, która po prostu miała nas gdzieś. Czekałyśmy naprawdę bardzo długo na złożenie zamówienia, a nie był to weekend i ewidentnie obsługa miała masę czasu na np plotki przy barze. Nasze pytania były kwitowane przewracaniem oczu, dziewczyna nabiła na kasę również 2 porcje frytek z batatów, mimo że zamówiłyśmy tylko jedną i jedną również dostałyśmy. Zapominała o zamawianych napojach, a na naprawdę spokojne przypominanie reagowała znów wywracaniem oczami. O rachunek prosiłysmy trzy razy. Ogólnie poszłabym tam znów że względu na jedzenie, natomiast na pewno tego nie zrobię, bo jest w Krakowie wiele innych miejsc, w których dobre jedzenie idzie w parze ze świetna obsługą."
"('Orzo People Music Nature Krakow', '11')",5.0,"Atmosfera Świetna restauracja, pyszne jedzenie i super obsluga- pozdrawiam Panią Dagmarę! Na pewno wrócę i polecę!"
"('Orzo People Music Nature Krakow', '112')",5.0,"Dobre jedzenie, jeszcze lepsza obsługa! W Orzo pasowało nam wszystko, od jedzenia, przez drinki, aż po obsługę która nas absolutnie zaskoczyła! Pani Ola od samego początku zachwyciła nie tylko aparycją, ale też wiedzą na temat serwowanego jedzenia i alkoholi. Dzięki niej (lub przez nią:) spędziliśmy w restauracji dużo więcej czasu i wydaliśmy duuużo więcej pieniędzy niż zamierzaliśmy, ale oczywiście nie żałujemy i na pewno wrócimy! :) Jednym słowem - PETARDA!"
"('Orzo People Music Nature Krakow', '113')",5.0,"Fun Zocha najlepsza kelnerka jaką znam. Świetna dziewczyna, uśmiechnięta i bardzo dobrze zorientowana. Sprzedałaby mi wszystko!! Cudownie spędzony czas. Zawsze tu wracam. Trzymajcie poziom!"
"('Orzo People Music Nature Krakow', '115')",5.0,"Smacznie, zielono i miła obsługa Przyjemne wnętrze i ciekawe menu. Myślę że każdy znajdzie coś dla siebie, są pozycje dla lubiących sprawdzone klasyki i dla tych wolą lubią kulinarne eksperymenty. Są opcje wegańskie i wegetariańskie. Sprawna i uprzejma obsługa."
"('Orzo People Music Nature Krakow', '12')",5.0,"5/5 Bardzo mila obsluga Pani Kamili zawsze usmiechnieta pomocna, wystroj przytulny duzy wybor potraw kazdy znajdzie cos dla siebie polecam"
"('Orzo People Music Nature Krakow', '121')",5.0,"Kolacja Przepyszne jedzenie i najlepsza obsługa! Obsługiwała nas przemiła pani Ola, która pomogła nam się zdecydować na główne danie i deser. Wszystko było bardzo smaczne! Napewno jeszcze odwiedzę tą restauracje!"
"('Orzo People Music Nature Krakow', '122')",5.0,"Zocha najlepsza kelnerka na świecie Jeśli tam będziecie koniecznie poproscie o Zochę,nie ma tutaj lepszej obsługi.  Pani na wejściu zmęczona życiem, kelnerzy jakby nie wiedziedzieli gdzie są, Zocha-swój człowiek na swoim miejscu! Nie ma tu lepszej obsługi!"
"('Orzo People Music Nature Krakow', '123')",5.0,"Świetna obsługa !!!!! Trafiłem na Orzo przypadkiem w poprzednią sobotę, ponieważ nie mieszkam w Krakowie na stałe. Moją uwagę przykuł wystrój oraz klimat restauracji, oraz zachwyciło świetne jedzenie. Lecz uważam, że największym plusem okazała się obsługa lokalu, Pani Ola oczarowała profesjonalizmem oraz poczuciem humoru. Jestem pewien, że odwiedzę to miejsce ponownie !!!"
"('Orzo People Music Nature Krakow', '124')",5.0,"Bardzo miła obsługa Bardzo dobre jedzenie i wystrój, idealnie na sobotni obiad ze znajomymi. Bardzo dziękujemy ciagle uśmiechniętej i promieniejącej pani Oli, która bardzo dużo doradzała i z nami rozmawiała. Na pewno tu wrócimy."
"('Orzo People Music Nature Krakow', '125')",5.0,"Restauracja Orzo Na weekendzie byłam że znajomymi w restauracji orzo przepyszne jedzenie i przemiła i pełną profesjonalizmu P.Ola,która nas obsługiwała.Polecam goraco"
"('Orzo People Music Nature Krakow', '126')",5.0,"Super! Wczoraj byłem na kolacji ze znajomymi. Jestem niesamowicie zaskoczony tym miejscem. Przepyszne jedzenie a Pani Ola, która nas obsługiwała wykazała się pełnym profesjonalizmem. Polecam serdecznie i pozdrawiam."
"('Orzo People Music Nature Krakow', '128')",5.0,Restaurant week Odwiedziliśmy Orzo w ramach Restaurant week i lepiej trafić nie mogliśmy. Pyszne jedzenie i bardzo miła pani Ola która nas obsługiwała. Do tego ta zieleń. Na pewno wrócimy na coś ze standardowego menu.
"('Orzo People Music Nature Krakow', '130')",4.0,"Dużo dobrego jedzenia Byłem gościem Orzo już kilka razy i choć miałem kila nietypowych sytuacji to jednak to miejsce wychodzi zawsze z nich obronną ręką (np. kelnerka przypadkiem rozsypuje frytki - dostajesz nowe). Obsługa też zawsze była OK. Ale nie to jest najważniejsze - bo tak naprawdę chodzi o jedzenie, a to w Orzo jest naprawdę przepyszne! Gorąco polecam pizze i burgery. Vege stripsy same w sobie są trochę mdłe, natomiast podają je z dodatkami, które zamieniają je w coś smakowitego. Do tego suflet czekoladowy w różnych opcjach (wegański/wegetariański) jest niesamowity - brawo!"
